"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19788","SearchForPlaywright","PlaywrightTests","2025-10-27","passed","2025-10-27","UITests","PlaywrightTestsPOC.UITests","UITests","SearchForPlaywright"
